region,distance,axis,y_true,mean,epistemic_variance,aleatoric_variance,total_variance
in,0.000102,8.526651,0.29554162,0.29336643,4.2745679820654914e-05,0.00014981084677856416,0.00019255653023719788
in,6.2e-05,10.094569,0.22036493,0.21902113,4.1214239900000393e-05,0.00015765283023938537,0.00019886707013938576
in,1.1e-05,9.721931,0.23724112,0.23449492,1.3098732779326383e-05,2.8866072170785628e-05,4.196480585960671e-05
in,4.1e-05,9.415688,0.22105047,0.21729286,3.573402500478551e-05,4.6381795982597396e-05,8.21158173494041e-05
in,6.8e-05,10.807891,0.25388684,0.22801897,0.00012577562301885337,0.00015280983643606305,0.00027858547400683165
in,2e-06,9.197931,0.28813898,0.28119844,1.5292658645194024e-05,4.306053233449347e-05,5.83531909796875e-05
in,3.7e-05,9.607026,0.24772811,0.24858448,1.5221799003484193e-06,2.7925270842388272e-05,2.944745028798934e-05
in,5.4e-05,9.40394,0.28309818,0.26435608,0.0002967379114124924,7.56327499402687e-05,0.00037237064680084586
in,9e-06,9.837667,0.3210468,0.33248892,1.675765452091582e-05,7.22357290214859e-05,8.899338718038052e-05
in,0.000208,10.555011,0.25474728,0.23768392,0.00037707306910306215,0.0004255666281096637,0.0008026396972127259
in,0.000335,11.698137,0.29025884,0.28423351,0.00013040278281550854,0.0003128655080217868,0.0004432682762853801
in,2e-06,9.938855,0.34216341,0.34157169,6.569975084858015e-06,4.308391726226546e-05,4.9653892347123474e-05
in,0.000443,11.064672,0.27946698,0.24820952,7.967067358549684e-05,0.00017134196241386235,0.00025101262144744396
in,4.6e-05,9.983624,0.3577619,0.35466614,2.408004365861416e-05,6.333708006422967e-05,8.741712372284383e-05
in,2.2e-05,10.148446,0.24266216,0.25208998,7.462654320988804e-05,0.0001415557781001553,0.00021618232131004333
in,0.000173,10.206734,0.26990184,0.26552418,2.586251139291562e-05,4.983111284673214e-05,7.569362060166895e-05
in,2.1e-05,9.911217,0.25222775,0.25407356,1.0070612916024402e-05,2.599756044219248e-05,3.606817335821688e-05
in,0.000509,11.844809,0.28836194,0.27470711,6.609081901842728e-05,0.0002323872467968613,0.00029847805853933096
in,0.000953,10.35568,0.10124681,0.11843522,0.0002397244970779866,0.0002082024293486029,0.0004479269264265895
in,4.8e-05,8.404401,0.16566828,0.18214381,2.614941149658989e-05,0.00016008951934054494,0.00018623893265612423
in,2.5e-05,10.071947,0.36818244,0.35173628,0.0001614131615497172,0.0002455106587149203,0.00040692382026463747
in,1.5e-05,9.655869,0.20741809,0.20538254,9.327300176664721e-06,3.211634611943737e-05,4.144364720559679e-05
in,1.4e-05,8.775209,0.22105952,0.22393434,2.824688817781862e-05,0.00018476013792678714,0.00021300702064763755
in,7e-06,9.147983,0.23223462,0.23045488,2.0478439182625152e-05,3.999109685537405e-05,6.046953785698861e-05
in,4e-05,9.181224,0.31053543,0.30940408,3.057364301639609e-05,6.083471089368686e-05,9.140835027210414e-05
in,0.00018,9.182911,0.27495314,0.2734555,6.149624095996842e-05,8.43565067043528e-05,0.0001458527403883636
in,7.9e-05,9.113773,0.28875092,0.28403717,3.453385579632595e-05,5.976752800052054e-05,9.43013874348253e-05
