region,distance,axis,y_true,mean,epistemic_variance,aleatoric_variance,total_variance
in,8e-05,9.839589,0.3169328,0.31598765,1.4639124856330454e-05,4.35120273323264e-05,5.815115218865685e-05
in,2.4e-05,7.502339,0.33121732,0.33179465,2.507735371182207e-05,0.00011363520752638578,0.00013871256669517606
in,5.1e-05,10.075608,0.29075906,0.28557339,1.1807910595962312e-05,3.434143582126126e-05,4.614934732671827e-05
in,1.6e-05,9.800792,0.32565158,0.33506444,2.4379165552090853e-05,6.135807780083269e-05,8.573724335292354e-05
in,4e-05,9.615591,0.25601964,0.24806151,2.9249611543491483e-05,0.00010155954078072682,0.0001308091450482607
in,0.000127,7.78358,0.32889179,0.3092477,5.194706318434328e-05,0.00011563677253434435,0.00016758384299464524
in,2.7e-05,9.958287,0.36557945,0.37291422,1.2018728739349172e-05,6.486156780738384e-05,7.688030018471181e-05
in,2e-06,9.629905,0.19429461,0.20240314,1.1586732398427557e-05,3.328663296997547e-05,4.487336627789773e-05
in,7.8e-05,9.388562,0.16936103,0.16795526,0.00025230791652575135,0.00012708021677099168,0.00037938813329674304
in,0.000125,6.196122,0.25070855,0.25588864,1.8594357243273407e-05,8.315882587339729e-05,0.0001017531831166707
in,5.6e-05,10.17089,0.27298191,0.26394179,8.301333764393348e-06,4.279403219697997e-05,5.1095365051878616e-05
in,2.9e-05,8.114343,0.25030441,0.23865673,6.707591091981158e-05,0.00017784768715500832,0.0002449236053507775
in,6.1e-05,9.168706,0.26393311,0.26275367,2.644060987222474e-05,9.573028364684433e-05,0.00012217089533805847
in,2.3e-05,7.908058,0.28912085,0.29044557,0.0001730580406729132,0.00018374960927758366,0.0003568076645024121
in,7e-06,9.670232,0.23190692,0.23004667,4.284264832676854e-06,2.506675446056761e-05,2.9351020202739164e-05
in,3e-05,10.025919,0.22672633,0.22577116,1.2237537703185808e-05,3.784658110816963e-05,5.008411972085014e-05
in,3.8e-05,9.461999,0.21743658,0.21520627,4.0652234019944444e-05,5.063849312136881e-05,9.129072714131325e-05
in,4.7e-05,10.152359,0.26421713,0.26817679,1.6870360923348926e-05,3.319124152767472e-05,5.006160063203424e-05
in,5.4e-05,9.542437,0.40190601,0.40614766,5.424761911854148e-05,0.00037516053998842835,0.00042940815910696983
in,9.1e-05,7.431174,0.21263207,0.19847232,0.00017120629490818828,0.00018169784743804485,0.00035290414234623313
in,4e-06,9.828772,0.19216476,0.19097553,1.5801462723175064e-05,3.614707020460628e-05,5.1948532927781343e-05
in,3.3e-05,9.750311,0.23369926,0.23264205,5.913951099500991e-06,2.5539487978676334e-05,3.145344089716673e-05
in,0.000511,5.827963,0.16806591,0.17004968,6.10729621257633e-05,0.0001523998798802495,0.0002134728420060128
in,0.0,9.905511,0.32336779,0.32288641,6.016904080752283e-06,4.470859857974574e-05,5.072550266049802e-05
in,1e-05,7.433173,0.30993999,0.30555484,6.196863978402689e-05,9.836790559347719e-05,0.0001603365526534617
in,1.3e-05,9.910496,0.23261328,0.23281857,1.066816366801504e-05,2.986919935210608e-05,4.0537364839110523e-05
in,1.8e-05,9.744936,0.25736465,0.25853553,2.5500075935269706e-05,5.8639037888497114e-05,8.413911564275622e-05
in,7e-06,9.658174,0.28753618,0.28996027,7.486596587114036e-05,7.758348510833457e-05,0.00015244944370351732
in,0.000202,6.995613,0.27715872,0.27461988,2.6090299797942862e-05,9.030831279233098e-05,0.00011639861622825265
in,3.7e-05,9.679401,0.32761053,0.32696241,3.141675915685482e-05,6.324954301817343e-05,9.466630581300706e-05
in,1.9e-05,9.510422,0.22283182,0.22615166,1.843054087657947e-05,3.119889152003452e-05,4.962943057762459e-05
in,2e-05,9.87476,0.26503043,0.26520783,1.704395799606573e-05,4.93823790748138e-05,6.642633525189012e-05
in,6e-06,10.104041,0.21440814,0.2146866,5.564684670389397e-06,2.8284595828154124e-05,3.384927913430147e-05
in,0.000213,9.297761,0.1037688,0.12326813,0.0001876365568023175,0.00021981805912218988,0.0004074546159245074
in,6e-06,9.240892,0.24212624,0.23179522,4.454535155673511e-05,0.00010745124745881185,0.00015199660265352577
in,0.000184,9.104154,0.33788783,0.33139554,6.487583596026525e-05,6.574283179361373e-05,0.00013061866047792137
in,8.8e-05,8.062775,0.22185532,0.21771351,3.134995131404139e-05,6.520988972624764e-05,9.655984467826784e-05
in,5.4e-05,8.439892,0.30732239,0.29281354,4.184451245237142e-05,0.00012015489483019337,0.00016199940000660717
in,0.000514,11.866397,0.11695128,0.12945443,7.039815682219341e-05,0.00020532663620542735,0.0002757248003035784
in,8.9e-05,9.469645,0.29094594,0.28866047,7.153942715376616e-05,8.49164862302132e-05,0.00015645590610802174
in,0.000728,11.661445,0.21887043,0.22108634,3.752459087991156e-05,0.00013293480151332915,0.0001704593887552619
in,4.2e-05,7.828117,0.31809577,0.32810178,2.449166277074255e-05,9.411179053131491e-05,0.00011860344966407865
in,0.000257,6.693908,0.23284429,0.24299948,0.0001638969115447253,0.0003278846852481365,0.0004917816258966923
in,5.5e-05,9.477409,0.16815476,0.17890696,2.8896507501485758e-05,4.185002399026416e-05,7.074652967276052e-05
in,2.8e-05,8.385877,0.2217254,0.21466427,1.629363941901829e-05,5.115761814522557e-05,6.745125574525446e-05
in,1.7e-05,9.858999,0.33987686,0.34316215,1.9089018678641878e-05,4.8518333642277867e-05,6.760735413990915e-05
in,0.000229,8.775209,0.22105952,0.21637282,5.399098517955281e-05,0.00012636433530133218,0.00018035531684290618
in,2.3e-05,9.292688,0.35725505,0.36293736,2.9209901185822673e-05,6.308626325335354e-05,9.22961626201868e-05
in,1.3e-05,8.783362,0.25917075,0.25759345,4.0001075831241906e-05,4.520845686784014e-05,8.520953269908205e-05
in,0.000444,8.545907,0.21300008,0.20873912,7.224264845717698e-05,0.00011563671432668343,0.00018787937005981803
in,3.2e-05,9.450406,0.24465314,0.2426739,9.720256457512733e-06,3.982093039667234e-05,4.954118776367977e-05
in,8.1e-05,9.503718,0.3764938,0.38033772,2.6874920877162367e-05,0.00010425809159642085,0.00013113301247358322
in,0.000282,7.654389,0.18276088,0.16903405,0.00018483483290765435,0.0001563829428050667,0.0003412177902646363
in,0.000253,8.274924,0.25905343,0.2509113,6.736045907018706e-05,0.0001107274874811992,0.00017808793927542865
in,0.000506,10.353321,0.27821267,0.26363355,0.00011374247696949169,0.00013174748164601624,0.00024548996589146554
in,0.001089,11.228109,0.22102714,0.22990195,9.227084956364706e-05,0.00020151454373262823,0.0002937853860203177
in,1.5e-05,8.841704,0.1196472,0.14456303,6.563533679582179e-05,0.00015638122567906976,0.00022201656247489154
in,5e-06,9.997823,0.20659814,0.21366146,6.018247859174153e-06,2.9148523026378825e-05,3.5166769521310925e-05
in,2.4e-05,9.995442,0.2905989,0.29005128,1.74736233020667e-05,3.760489198612049e-05,5.507851528818719e-05
in,0.000184,7.957311,0.19180037,0.18970861,4.512976738624275e-05,6.34761672699824e-05,0.00010860593465622514
in,5e-06,10.172562,0.25267225,0.24456534,6.163988291518763e-05,0.00012320691894274205,0.0001848468091338873
in,5.7e-05,8.962032,0.1607743,0.1582233,0.00018528144573792815,0.00018415538943372667,0.0003694368351716548
in,0.000227,7.347736,0.08848315,0.11815272,6.742333061993122e-05,0.00016040467016864568,0.0002278280007885769
in,0.000463,4.56612,0.21707325,0.21036613,4.12638510169927e-05,0.00011975401866948232,0.00016101787332445383
in,5e-06,8.933011,0.11974167,0.12863047,0.00011706533405231312,0.0001434145960956812,0.0002604799228720367
in,0.000278,10.202721,0.26830984,0.26508737,0.00019972771406173706,0.0002846611605491489,0.000484388874610886
in,9.4e-05,9.233623,0.40259348,0.39476055,8.46709190227557e-06,0.00012417596008162946,0.00013264305016491562
in,2.4e-05,9.414957,0.2016459,0.19705069,3.4011864045169204e-06,3.752480915863998e-05,4.09259955631569e-05
in,0.000181,8.383214,0.29110306,0.28201407,0.00015847581380512565,0.00044296932173892856,0.0006014451500959694
in,0.000262,6.845627,0.17452583,0.1728597,4.3087937228847295e-05,0.0001216641248902306,0.0001647520693950355
in,0.00016,11.295177,0.15607805,0.18048711,0.00015802493726368994,0.00016069460252765566,0.0003187195397913456
in,0.000145,7.29852,0.15291909,0.14392741,9.159938781522214e-05,0.00014226198254618794,0.00023386137036141008
in,7e-06,10.007768,0.2411176,0.23135138,8.055825674091466e-06,3.63766448572278e-05,4.4432468712329865e-05
in,9.2e-05,9.585634,0.39437376,0.39610082,6.654430762864649e-05,0.0001125728158513084,0.0001791171234799549
in,9e-06,9.695766,0.22874762,0.23161606,7.329805157496594e-06,2.7905054594157264e-05,3.5234857932664454e-05
in,2.7e-05,9.795576,0.34790916,0.35943276,5.172763849259354e-05,8.96444616955705e-05,0.00014137210382614285
in,0.000199,10.949275,0.16306276,0.1650006,0.00018922770686913282,0.0001852821878856048,0.0003745098947547376
in,2e-06,8.921854,0.24421084,0.24742022,4.4868018449051306e-05,6.838731496827677e-05,0.00011325532977934927
in,1.1e-05,10.108571,0.24977008,0.22645052,0.00013852403208147734,0.0001290586806135252,0.00026758271269500256
in,0.000375,5.699228,0.27094465,0.26377058,5.1728748076129705e-05,0.00010239468247164041,0.00015412343782372773
in,0.00035,6.826476,0.25109829,0.25269172,2.2915086447028443e-05,0.0001050249338732101,0.00012794001668225974
in,0.000623,8.643896,0.2077216,0.20889115,2.2470525436801836e-05,4.9089849198935553e-05,7.156037463573739e-05
in,3e-06,9.171694,0.29008759,0.28680477,4.24637328251265e-05,5.7385645050089806e-05,9.98493778752163e-05
in,8e-06,8.588648,0.26306123,0.26003128,4.9187077820533887e-05,9.15272394195199e-05,0.00014071431360207498
in,3.8e-05,4.925248,0.27894885,0.2811099,2.3129354303819127e-05,8.671574323670939e-05,0.00010984509572153911
in,3.1e-05,10.056606,0.34979379,0.34363317,4.296858605812304e-06,4.336001074989326e-05,4.765686753671616e-05
in,1.2e-05,7.683209,0.13143174,0.13406822,0.00011518025712575763,0.00014439530787058175,0.00025957555044442415
in,0.001286,10.675152,0.25272067,0.24803238,0.00010659469262463972,0.0001299889845540747,0.0002365836699027568
in,2.9e-05,9.291335,0.36620615,0.36144245,3.457452112343162e-05,8.85249100974761e-05,0.0001230994239449501
in,6.6e-05,9.965476,0.25405949,0.2537308,1.293903187615797e-05,3.035592453670688e-05,4.329495641286485e-05
in,2.5e-05,9.08619,0.2599986,0.2724244,4.9570542614674196e-05,6.688074063276872e-05,0.00011645127960946411
in,0.000272,6.117398,0.34699319,0.34031525,0.00011386304686311632,0.0001333133695879951,0.00024717641645111144
in,8.3e-05,9.503714,0.36708865,0.37350905,2.201134520873893e-05,7.135309715522453e-05,9.336444054497406e-05
in,5.8e-05,9.103685,0.25714699,0.24716492,3.2549185561947525e-05,3.636813926277682e-05,6.891732482472435e-05
in,2.7e-05,9.4289,0.21655963,0.21901026,1.7742850104696117e-05,3.350332917761989e-05,5.12461774633266e-05
in,0.0,9.679335,0.09340096,0.11525869,0.00011837918282253668,0.00012313903425820172,0.000241518224356696
in,0.000204,9.115774,0.26681592,0.27105427,3.092816405114718e-05,9.868659253697842e-05,0.0001296147529501468
in,3.4e-05,6.359781,0.11642701,0.13059798,0.00020272430265322328,0.00028902816120535135,0.0004917524638585746
in,1.5e-05,8.236162,0.31920055,0.31975052,1.0202505109191407e-05,7.42421398172155e-05,8.444464765489101e-05
in,2e-06,9.390251,0.2309385,0.22901516,1.4082455891184509e-05,2.878593841160182e-05,4.2868392483796924e-05
in,0.001887,6.656028,0.13936363,0.12760286,0.0001585199497640133,0.00021535452106036246,0.00037387447082437575
in,5.9e-05,8.677829,0.1633516,0.1629025,0.0001553121692268178,0.0001425249211024493,0.00029783707577735186
in,0.000338,10.166919,0.27169464,0.27076656,2.3914724806672893e-05,3.445731272222474e-05,5.837203934788704e-05
in,4.1e-05,8.691705,0.31245762,0.30316645,5.3653195209335536e-05,8.525430166628212e-05,0.00013890748959966004
in,0.000461,7.874956,0.27970606,0.29010913,3.1646708521293476e-05,9.214309102389961e-05,0.00012378979590721428
in,8.8e-05,9.913877,0.34882775,0.35005754,4.483456359594129e-05,7.558388460893184e-05,0.00012041845184285194
in,0.000103,7.80589,0.23336264,0.23709714,3.612359432736412e-05,0.0001013750588754192,0.00013749866047874093
in,8e-06,8.97239,0.18655375,0.19554134,0.00012266413250472397,0.00021276951883919537,0.0003354336367920041
in,0.000118,10.066733,0.24816411,0.24902096,3.184132219757885e-05,5.0266367907170206e-05,8.210769010474905e-05
in,9e-06,10.157931,0.28138317,0.27748334,8.410008376813494e-06,3.4418906579958275e-05,4.2828913137782365e-05
in,0.000259,8.216193,0.14040747,0.15978774,0.00011912867921637371,0.0001614964712643996,0.0002806251577567309
in,1.7e-05,9.3722,0.37846389,0.37727323,4.509258724283427e-05,9.754217171575874e-05,0.000142634758958593
in,2.8e-05,9.197061,0.19285911,0.19489057,1.7271342585445382e-05,3.653969906736165e-05,5.381103983381763e-05
