region,distance,axis,y_true,mean,epistemic_variance,aleatoric_variance,total_variance
in,1.6e-05,9.906171,0.32972967,0.32743078,1.0173571354243904e-05,4.124682163819671e-05,5.142039299244061e-05
in,5e-06,9.817774,0.24490941,0.24271858,9.893959941109642e-06,2.416858114884235e-05,3.406254108995199e-05
in,3.3e-05,9.426096,0.24716821,0.25758228,3.111686282863957e-06,2.851925091817975e-05,3.1630937883164734e-05
in,8e-06,9.878219,0.31917606,0.31259775,2.0610903447959572e-05,5.283915743348189e-05,7.345006451942027e-05
in,5.7e-05,10.198468,0.20246383,0.17906608,0.0001240687706740573,0.0001520197547506541,0.00027608853997662663
in,1.4e-05,9.873119,0.23504628,0.23732865,3.826216925517656e-06,2.522092472645454e-05,2.9047141651972197e-05
in,0.0,10.133546,0.23330753,0.23152724,4.536108463071287e-06,2.573362689872738e-05,3.0269735361798666e-05
in,0.000146,8.91802,0.2701116,0.2586413,7.920598000055179e-05,0.00012385145237203687,0.00020305742509663105
in,0.000164,6.824744,0.22717328,0.22720584,2.2908025130163878e-05,9.823594882618636e-05,0.00012114397395635024
in,0.001064,10.564932,0.21830372,0.20821586,3.778627797146328e-05,0.0001542450481792912,0.00019203132251277566
in,2.4e-05,10.17089,0.27298191,0.26541799,3.181779175065458e-05,3.668201679829508e-05,6.849980854894966e-05
in,0.00013,10.276706,0.11915876,0.12397473,0.0001198294194182381,0.00019356083066668361,0.0003133902500849217
in,0.000128,4.727375,0.29274646,0.29372084,1.647964381845668e-05,0.00011282753985142335,0.00012930718366988003
in,0.000142,4.457052,0.19731956,0.2032245,4.9690203013597056e-05,0.00011301970516797155,0.00016270991181954741
in,1.5e-05,9.150325,0.22024489,0.22970064,4.2129195207962766e-05,3.985033981734887e-05,8.197953866329044e-05
in,7.4e-05,9.423327,0.1678747,0.16567579,3.433890378801152e-05,5.0647533498704433e-05,8.498643728671595e-05
in,6e-06,9.934344,0.20274326,0.19381405,3.846291292575188e-05,3.7803831219207495e-05,7.626674778293818e-05
in,8.8e-05,9.778679,0.23008719,0.23178725,8.862956747179851e-06,2.904916982515715e-05,3.7912126572337e-05
in,0.000311,6.812149,0.21053822,0.21856165,3.0462608265224844e-05,0.00014657361316494644,0.00017703621415421367
in,0.000135,7.163668,0.29465441,0.28143901,2.2941534552956e-05,0.00010032996942754835,0.00012327150034252554
in,4e-06,9.828772,0.19216476,0.19258596,3.237469354644418e-05,2.7379946914152242e-05,5.9754638641607016e-05
in,1e-05,9.664188,0.1562349,0.15428063,0.00014088168973103166,0.00018575227295514196,0.00032663397723808885
in,2.8e-05,7.319114,0.28119348,0.28519559,3.849377026199363e-05,9.700444934424013e-05,0.00013549822324421257
in,1e-05,10.191513,0.2174695,0.21943414,5.0421029300196096e-05,3.9830178138799965e-05,9.025121107697487e-05
in,4.1e-05,7.288099,0.28272286,0.28382555,7.584797276649624e-05,0.0002501871495041996,0.0003260351368226111
in,1.3e-05,9.910496,0.23261328,0.23158646,1.2401927961036563e-05,2.4709388526389375e-05,3.711131648742594e-05
in,2e-06,8.911938,0.30016703,0.29959041,2.427808431093581e-05,4.899095438304357e-05,7.326903869397938e-05
in,6.8e-05,9.393453,0.224313,0.22125912,7.139687113522086e-06,2.5978351914091036e-05,3.311803811811842e-05
in,2.6e-05,8.938643,0.23940398,0.2288487,0.00013025669613853097,0.00016249800682999194,0.0002927547029685229
in,3.7e-05,9.679401,0.32761053,0.32592773,4.024769441457465e-05,6.366278103087097e-05,0.00010391047544544563
in,7.9e-05,9.416379,0.29437474,0.3015365,4.720397919300012e-05,6.392660725396127e-05,0.0001111305900849402
in,5e-05,9.626892,0.28162335,0.27402291,4.466831887839362e-05,3.293579356977716e-05,7.760411244817078e-05
in,1e-05,9.571249,0.40998331,0.41020411,7.312073284992948e-05,0.0001307761704083532,0.00020389689598232508
in,1.4e-05,9.643671,0.21457153,0.22014578,0.00016426558431703597,0.00011848258145619184,0.0002827481657732278
in,0.000342,4.216895,0.21297496,0.21363778,6.794849468860775e-05,0.0001068540004780516,0.00017480249516665936
in,2.3e-05,9.942293,0.27203854,0.26897687,1.7319611288257875e-05,3.831370486295782e-05,5.56333179702051e-05
in,2.1e-05,9.851697,0.21539504,0.2150244,4.305027687223628e-06,2.4923772798501886e-05,2.9228800485725515e-05
in,2e-06,9.693902,0.34857836,0.34919029,2.717742790991906e-05,5.860039891558699e-05,8.577782864449546e-05
in,0.000157,4.972091,0.31258741,0.2983371,4.237379471305758e-05,0.00010859531903406605,0.00015096910647116601
in,4.1e-05,9.748436,0.25005845,0.2541036,0.000196016306290403,9.560389298712835e-05,0.00029162020655348897
